post_id,is_misinformation,truth_value,total_reach,total_shares,total_flags,category_news,category_gossip,category_entertainment,category_politics,category_science,category_health,emotional_intensity,credibility_score,source_reliability,emotional_credibility_gap,sensationalism_score,early_reach,early_shares,early_flags,early_ignores,early_verifications,early_share_rate,early_flag_rate,early_ignore_rate,early_verification_rate,early_velocity,share_acceleration,avg_early_confidence,confidence_variance,early_immediate_sharers,early_cautious_sharers,early_skeptics,early_influencers,early_lurkers,skeptic_share_ratio,immediate_sharer_ratio,first_share_tick,first_flag_tick,time_to_first_flag,immediate_share_ratio,verified_share_ratio,avg_trust_modifier,high_trust_shares
e410f31b,1,mixed,8,2,1,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,8,2,1,1,4,0.25,0.125,0.125,0.5,0.2,2,1.0,0.0,2,0,0,0,0,0.0,1.0,6,6,0,1.0,0.0,0.673,2
8b24127c,0,true,10,6,0,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,8,6,0,0,4,0.75,0.0,0.0,0.5,0.6,6,0.8316666666666667,0.020440222222222217,3,2,0,1,0,0.0,0.5,7,,,0.6666666666666666,0.3333333333333333,0.673,6
afdea450,1,mixed,10,4,0,0,0,0,0,1,0,0.6,0.6,0.5,0.24,0.12,4,1,0,2,2,0.25,0.0,0.5,0.5,0.1,1,0.708,0.0,0,0,0,1,0,0.0,0.0,9,,,0.0,1.0,0.537,0
36bc5b8d,1,mixed,10,3,2,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,10,3,2,1,5,0.3,0.2,0.1,0.5,0.3,-3,0.7813333333333333,0.02459022222222222,1,0,0,2,0,0.0,0.3333333333333333,0,0,0,0.6666666666666666,0.3333333333333333,0.558,0
d95fa26d,1,false,10,3,1,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,5,1,0,0,4,0.2,0.0,0.0,0.8,0.1,-1,1.0,0.0,1,0,0,0,0,0.0,1.0,1,,,1.0,0.0,0.64,1
e45e73fa,0,true,10,3,1,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,7,2,1,2,3,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.2,-2,0.8255,0.030450249999999995,1,0,0,1,0,0.0,0.5,2,2,0,0.5,0.5,0.686,2
2dd59d15,1,false,10,3,1,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,7,2,0,0,6,0.2857142857142857,0.0,0.0,0.8571428571428571,0.2,-2,0.893,0.011448999999999997,1,0,0,1,0,0.0,0.5,3,,,0.5,0.5,0.686,2
926c9fb3,1,mixed,10,3,3,0,0,0,0,1,0,0.6,0.6,0.5,0.24,0.12,5,1,3,1,0,0.2,0.6,0.2,0.0,0.1,1,1.0,0.0,1,0,0,0,0,0.0,1.0,5,4,-1,1.0,0.0,0.64,1
aa42c53f,1,false,2,0,0,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,2,0,0,1,1,0.0,0.0,0.5,0.5,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0
23ae31c8,0,true,6,1,0,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,2,1,0,1,1,0.5,0.0,0.5,0.5,0.1,1,1.0,0.0,1,0,0,0,0,0.0,1.0,6,,,0.0,1.0,0.471,0
1f5de544,0,true,10,3,0,1,0,0,0,0,0,0.2,0.85,0.9,0.030000000000000006,0.003,7,2,0,3,4,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.2,2,0.8315,0.028392249999999994,1,0,0,1,0,0.0,0.5,6,,,0.0,1.0,0.686,2
b99d1a65,0,true,4,1,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,4,1,0,1,2,0.25,0.0,0.25,0.5,0.1,-1,1.0,0.0,1,0,0,0,0,0.0,1.0,0,,,1.0,0.0,0.597,0
dfb5ef5c,1,false,7,2,1,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,7,2,1,0,4,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,0.2,0,0.97,0.0009000000000000016,2,0,0,0,0,0.0,1.0,0,1,1,1.0,0.0,0.6005,1
06899ecf,1,false,9,3,1,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,9,3,1,0,5,0.3333333333333333,0.1111111111111111,0.0,0.5555555555555556,0.3,-1,0.875,0.03125,2,0,0,1,0,0.0,0.6666666666666666,1,8,7,1.0,0.0,0.6256666666666667,2
c4aa6a98,0,unverified,7,2,0,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,7,2,0,0,5,0.2857142857142857,0.0,0.0,0.7142857142857143,0.2,0,1.0,0.0,2,0,0,0,0,0.0,1.0,2,,,1.0,0.0,0.6005,1
b6049128,1,false,7,2,0,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,6,2,0,0,5,0.3333333333333333,0.0,0.0,0.8333333333333334,0.2,0,1.0,0.0,2,0,0,0,0,0.0,1.0,3,,,0.5,0.5,0.6005,1
b5646f7b,1,mixed,9,3,3,0,0,0,0,1,0,0.6,0.6,0.5,0.24,0.12,4,2,0,0,2,0.5,0.0,0.0,0.5,0.2,-2,0.956,0.0019359999999999985,2,0,0,0,0,0.0,1.0,4,,,1.0,0.0,0.66,2
445353ae,0,true,9,3,0,1,0,0,0,0,0,0.2,0.85,0.9,0.030000000000000006,0.003,4,2,0,1,1,0.5,0.0,0.25,0.25,0.2,2,0.9245,0.0030802499999999992,2,0,0,0,0,0.0,1.0,5,,,1.0,0.0,0.66,2
63822ede,0,true,9,3,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,3,1,0,0,3,0.3333333333333333,0.0,0.0,1.0,0.1,1,0.801,0.0,1,0,0,0,0,0.0,1.0,6,,,0.0,1.0,0.57,0
6fb241e0,1,mixed,3,0,1,0,0,0,0,1,0,0.6,0.6,0.5,0.24,0.12,3,0,1,1,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,0,,0.0,0.0,0.0,0
599540ae,0,unverified,8,1,1,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,8,1,1,2,4,0.125,0.125,0.25,0.5,0.1,-1,1.0,0.0,1,0,0,0,0,0.0,1.0,1,8,7,1.0,0.0,0.674,1
8c36b26f,1,mixed,8,1,0,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,8,1,0,2,5,0.125,0.0,0.25,0.625,0.1,-1,1.0,0.0,1,0,0,0,0,0.0,1.0,2,,,1.0,0.0,0.674,1
2d7022cd,1,false,11,3,3,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,9,3,2,1,3,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3,-1,1.0,0.0,3,0,0,0,0,0.0,1.0,3,3,0,1.0,0.0,0.6483333333333333,2
86ae2be4,1,false,3,0,1,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,3,0,1,0,2,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,5,,0.0,0.0,0.0,0
d07e556c,0,true,11,4,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,2,1,0,0,1,0.5,0.0,0.0,0.5,0.1,1,0.558,0.0,0,0,0,1,0,0.0,0.0,5,,,1.0,0.0,0.493,0
91308b69,0,true,12,6,0,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,7,4,0,0,6,0.5714285714285714,0.0,0.0,0.8571428571428571,0.4,4,0.713,0.011673499999999995,1,3,0,0,0,0.0,0.25,5,,,0.25,0.75,0.674,4
73bfb984,1,false,8,1,1,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,7,1,1,1,5,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.1,1,1.0,0.0,1,0,0,0,0,0.0,1.0,7,7,0,0.0,1.0,0.691,1
401b394b,1,false,10,4,2,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,7,3,1,1,3,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.3,-3,0.8729999999999999,0.032258,2,0,0,1,0,0.0,0.6666666666666666,0,1,1,0.6666666666666666,0.3333333333333333,0.686,3
53293080,1,false,9,3,2,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,7,2,1,2,2,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2,-2,1.0,0.0,2,0,0,0,0,0.0,1.0,2,2,0,1.0,0.0,0.686,2
766993de,1,mixed,9,3,1,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,7,2,1,1,3,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2,-2,1.0,0.0,2,0,0,0,0,0.0,1.0,3,2,-1,1.0,0.0,0.686,2
f16350f5,0,true,10,3,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,6,2,0,1,4,0.3333333333333333,0.0,0.16666666666666666,0.6666666666666666,0.2,-2,0.7875,0.04515625000000001,1,0,0,1,0,0.0,0.5,4,,,0.5,0.5,0.647,2
dc3c8deb,0,true,11,5,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,7,3,0,1,4,0.42857142857142855,0.0,0.14285714285714285,0.5714285714285714,0.3,3,0.8566666666666666,0.02820288888888889,2,0,0,1,0,0.0,0.6666666666666666,5,,,0.6666666666666666,0.3333333333333333,0.686,3
b9884f2a,1,mixed,3,1,0,0,0,0,0,1,0,0.6,0.6,0.5,0.24,0.12,2,1,0,0,1,0.5,0.0,0.0,0.5,0.1,1,0.938,0.0,1,0,0,0,0,0.0,1.0,7,,,1.0,0.0,0.516,0
8cc33e22,0,unverified,9,3,3,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,7,2,2,1,2,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2,2,1.0,0.0,2,0,0,0,0,0.0,1.0,7,7,0,1.0,0.0,0.686,2
e277431c,1,false,9,3,0,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,7,2,0,3,2,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0.2,2,1.0,0.0,2,0,0,0,0,0.0,1.0,9,,,1.0,0.0,0.686,2
1058b135,0,unverified,10,3,2,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,10,3,2,1,5,0.3,0.2,0.1,0.5,0.3,-3,1.0,0.0,3,0,0,0,0,0.0,1.0,0,6,6,0.6666666666666666,0.3333333333333333,0.584,0
97af0890,1,false,11,4,1,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,10,4,0,1,6,0.4,0.0,0.1,0.6,0.4,-2,0.95675,0.005611687500000003,3,0,0,1,0,0.0,0.75,1,,,0.75,0.25,0.6235,3
4e956e24,1,false,11,5,1,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,5,3,1,0,1,0.6,0.2,0.0,0.2,0.3,-3,1.0,0.0,3,0,0,0,0,0.0,1.0,2,2,0,1.0,0.0,0.584,0
cfa10d04,0,true,10,4,1,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,5,3,0,1,2,0.6,0.0,0.2,0.4,0.3,-3,0.9373333333333332,0.005558222222222224,3,0,0,0,0,0.0,1.0,3,,,0.6666666666666666,0.3333333333333333,0.584,0
151a3788,0,true,11,4,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,4,1,0,0,3,0.25,0.0,0.0,0.75,0.1,-1,0.707,0.0,0,0,0,1,0,0.0,0.0,4,,,1.0,0.0,0.509,0
64862c32,0,true,2,0,0,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,2,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0
868da5a5,1,mixed,11,5,1,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,3,1,1,0,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.1,1,1.0,0.0,1,0,0,0,0,0.0,1.0,5,5,0,1.0,0.0,0.54,0
14fcaa81,0,true,2,0,0,1,0,0,0,0,0,0.2,0.85,0.9,0.030000000000000006,0.003,2,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0
cc1db9a6,0,unverified,11,3,2,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,11,3,2,1,6,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.5454545454545454,0.3,-3,1.0,0.0,3,0,0,0,0,0.0,1.0,0,0,0,0.6666666666666666,0.3333333333333333,0.673,3
211009ad,1,mixed,11,3,2,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,5,2,0,1,3,0.4,0.0,0.2,0.6,0.2,0,0.7635000000000001,0.026406250000000013,1,0,0,1,0,0.0,0.5,1,,,0.5,0.5,0.5375000000000001,0
d4cdb11b,1,false,11,3,1,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,11,3,1,3,4,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.3,-3,0.8846666666666666,0.02660355555555555,2,0,0,1,0,0.0,0.6666666666666666,2,3,1,1.0,0.0,0.502,0
b6010192,1,mixed,12,7,2,0,0,0,0,1,0,0.6,0.6,0.5,0.24,0.12,2,2,0,0,0,1.0,0.0,0.0,0.0,0.2,-2,0.823,0.031328999999999996,1,1,0,0,0,0.0,0.5,4,,,1.0,0.0,0.44,0
deb690c7,1,false,12,5,1,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,6,2,1,3,0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.2,0,0.9964999999999999,1.2250000000000022e-05,2,0,0,0,0,0.0,1.0,4,5,1,1.0,0.0,0.537,0
d2f1c80f,0,true,12,5,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,3,1,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.1,1,0.749,0.0,0,0,0,1,0,0.0,0.0,6,,,1.0,0.0,0.47,0
29ca2e66,1,false,12,5,1,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,2,1,0,0,1,0.5,0.0,0.0,0.5,0.1,1,1.0,0.0,1,0,0,0,0,0.0,1.0,6,,,1.0,0.0,0.508,0
9be77c07,0,true,12,6,0,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,3,1,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.1,1,0.835,0.0,1,0,0,0,0,0.0,1.0,7,,,1.0,0.0,0.521,0
a7b12bd2,0,true,9,3,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,9,3,0,0,7,0.3333333333333333,0.0,0.0,0.7777777777777778,0.3,-1,0.9049999999999999,0.011245999999999997,2,0,0,1,0,0.0,0.6666666666666666,0,,,0.6666666666666666,0.3333333333333333,0.6736666666666666,3
d47a2325,0,true,9,4,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,7,3,0,1,5,0.42857142857142855,0.0,0.14285714285714285,0.7142857142857143,0.3,1,0.8353333333333333,0.011509555555555558,2,1,0,0,0,0.0,0.6666666666666666,1,,,0.3333333333333333,0.6666666666666666,0.5710000000000001,1
b1b36fb7,1,false,4,0,2,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,4,0,2,1,1,0.0,0.5,0.25,0.25,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,2,,0.0,0.0,0.0,0
0bc79c4d,1,false,9,3,1,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,5,1,1,0,3,0.2,0.2,0.0,0.6,0.1,-1,1.0,0.0,1,0,0,0,0,0.0,1.0,3,3,0,1.0,0.0,0.683,1
669fbc62,0,true,11,6,0,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,5,2,0,1,3,0.4,0.0,0.2,0.6,0.2,-2,0.7525,0.008930249999999995,1,1,0,0,0,0.0,0.5,4,,,0.5,0.5,0.683,2
d35bfeca,1,mixed,4,0,0,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,4,0,0,1,3,0.0,0.0,0.25,0.75,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0
fc2a9c95,0,true,9,4,0,1,0,0,0,0,0,0.2,0.85,0.9,0.030000000000000006,0.003,7,3,0,0,6,0.42857142857142855,0.0,0.0,0.8571428571428571,0.3,3,0.7383333333333333,0.03503355555555556,1,1,0,1,0,0.0,0.3333333333333333,6,,,0.3333333333333333,0.6666666666666666,0.669,3
cc44e7e5,0,unverified,9,3,2,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,5,1,1,1,2,0.2,0.2,0.2,0.4,0.1,1,1.0,0.0,1,0,0,0,0,0.0,1.0,7,8,1,1.0,0.0,0.683,1
67e9d9af,1,false,12,4,2,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,9,3,2,1,3,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3,-3,1.0,0.0,3,0,0,0,0,0.0,1.0,0,1,1,1.0,0.0,0.654,3
f1d9e388,1,mixed,12,4,1,0,0,0,0,1,0,0.6,0.6,0.5,0.24,0.12,9,3,1,2,4,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.3,-3,0.8496666666666667,0.02098022222222222,2,1,0,0,0,0.0,0.6666666666666666,1,3,2,0.6666666666666666,0.3333333333333333,0.654,3
64318f6a,0,true,12,5,1,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,9,4,1,0,4,0.4444444444444444,0.1111111111111111,0.0,0.4444444444444444,0.4,-4,0.8925,0.015000750000000005,3,1,0,0,0,0.0,0.75,3,5,2,1.0,0.0,0.654,4
a8c93244,1,false,12,4,0,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,9,3,0,2,4,0.3333333333333333,0.0,0.2222222222222222,0.4444444444444444,0.3,3,1.0,0.0,3,0,0,0,0,0.0,1.0,5,,,1.0,0.0,0.654,3
7a0de1a1,0,true,12,3,0,1,0,0,0,0,0,0.2,0.85,0.9,0.030000000000000006,0.003,5,2,0,0,4,0.4,0.0,0.0,0.8,0.2,2,0.7645,0.03258025,1,0,0,1,0,0.0,0.5,7,,,0.5,0.5,0.552,0
65832888,0,unverified,12,4,1,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,9,3,1,0,6,0.3333333333333333,0.1111111111111111,0.0,0.6666666666666666,0.3,3,1.0,0.0,3,0,0,0,0,0.0,1.0,8,9,1,0.6666666666666666,0.3333333333333333,0.654,3
e00f47f8,0,true,12,4,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0
01be7fef,0,true,12,4,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0
a16e4ef6,1,mixed,8,2,1,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,8,2,1,1,4,0.25,0.125,0.125,0.5,0.2,-2,1.0,0.0,2,0,0,0,0,0.0,1.0,0,5,5,1.0,0.0,0.671,2
c02ca400,0,true,11,4,0,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,9,4,0,1,5,0.4444444444444444,0.0,0.1111111111111111,0.5555555555555556,0.4,-2,0.8085,0.03824024999999999,2,2,0,0,0,0.0,0.5,0,,,0.75,0.25,0.62875,3
d14670ea,1,false,8,3,0,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,4,3,0,0,1,0.75,0.0,0.0,0.25,0.3,1,0.8596666666666666,0.039386888888888895,2,0,0,1,0,0.0,0.6666666666666666,1,,,1.0,0.0,0.5930000000000001,2
b25f3c1d,0,true,3,0,0,1,0,0,0,0,0,0.2,0.85,0.9,0.030000000000000006,0.003,3,0,0,1,2,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0
df3ade1a,1,false,11,4,3,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,7,2,3,1,1,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2,-2,1.0,0.0,2,0,0,0,0,0.0,1.0,2,2,0,1.0,0.0,0.667,2
84371d19,0,unverified,10,2,3,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,4,2,1,0,1,0.5,0.25,0.0,0.25,0.2,-2,1.0,0.0,2,0,0,0,0,0.0,1.0,3,3,0,1.0,0.0,0.667,2
e5efca79,1,mixed,10,3,2,0,0,0,0,1,0,0.6,0.6,0.5,0.24,0.12,3,2,0,0,1,0.6666666666666666,0.0,0.0,0.3333333333333333,0.2,-2,1.0,0.0,2,0,0,0,0,0.0,1.0,3,,,1.0,0.0,0.671,2
26906b16,1,false,9,3,1,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,4,2,0,1,2,0.5,0.0,0.25,0.5,0.2,-2,0.7889999999999999,0.044521000000000005,1,0,0,1,0,0.0,0.5,4,,,0.5,0.5,0.481,0
634025cc,0,true,11,5,1,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,10,4,1,0,6,0.4,0.1,0.0,0.6,0.4,-2,0.7967500000000001,0.04365668749999999,2,1,0,1,0,0.0,0.5,0,1,1,0.75,0.25,0.6112500000000001,3
2ca2c98a,1,mixed,9,3,2,0,0,0,0,1,0,0.6,0.6,0.5,0.24,0.12,8,3,2,3,1,0.375,0.25,0.375,0.125,0.3,-1,0.886,0.02314066666666666,2,1,0,0,0,0.0,0.6666666666666666,1,1,0,0.6666666666666666,0.3333333333333333,0.519,0
9fd0cc6a,0,true,3,0,2,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,3,0,2,0,1,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,2,,0.0,0.0,0.0,0
26666d75,1,false,11,5,0,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,3,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,0.1,-1,0.979,0.0,1,0,0,0,0,0.0,1.0,3,,,1.0,0.0,0.466,0
12043c21,1,false,11,4,0,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,7,2,0,2,3,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.2,-2,0.8355,0.027060249999999994,1,0,0,1,0,0.0,0.5,4,,,1.0,0.0,0.641,2
ce1bfb60,1,false,11,4,2,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,7,2,0,3,2,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0.2,2,0.8365,0.026732249999999992,1,0,0,1,0,0.0,0.5,5,,,1.0,0.0,0.641,2
f457def2,0,true,1,0,0,1,0,0,0,0,0,0.2,0.85,0.9,0.030000000000000006,0.003,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0
421c3fb1,0,true,9,3,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,5,1,0,1,4,0.2,0.0,0.2,0.8,0.1,1,0.658,0.0,0,1,0,0,0,0.0,0.0,7,,,0.0,1.0,0.447,0
091f3680,0,true,0,0,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0
41e0983e,1,false,3,0,0,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,3,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0
d304cf9c,1,false,7,2,3,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,7,2,3,1,1,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2,0,1.0,0.0,2,0,0,0,0,0.0,1.0,0,1,1,1.0,0.0,0.614,1
25dc0cd8,1,mixed,10,4,2,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,10,4,2,2,2,0.4,0.2,0.2,0.2,0.4,-4,0.93375,0.0116491875,3,0,0,1,0,0.0,0.75,1,1,0,1.0,0.0,0.642,4
cdf24513,0,unverified,1,0,0,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0
29f27ba5,1,mixed,10,3,1,0,0,0,0,1,0,0.6,0.6,0.5,0.24,0.12,10,3,1,1,7,0.3,0.1,0.1,0.7,0.3,-3,0.8416666666666667,0.01701355555555555,2,0,0,1,0,0.0,0.6666666666666666,3,4,1,0.3333333333333333,0.6666666666666666,0.642,3
2a22502b,0,true,4,1,0,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,4,1,0,2,1,0.25,0.0,0.5,0.25,0.1,1,0.951,0.0,1,0,0,0,0,0.0,1.0,5,,,1.0,0.0,0.567,0
e305418a,0,true,5,2,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,2,1,0,0,1,0.5,0.0,0.0,0.5,0.1,1,0.928,0.0,1,0,0,0,0,0.0,1.0,5,,,1.0,0.0,0.442,0
4c5f6eb6,0,true,8,3,1,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,7,3,1,2,2,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.3,-1,0.8616666666666667,0.03827222222222223,2,0,0,1,0,0.0,0.6666666666666666,0,4,4,0.6666666666666666,0.3333333333333333,0.6636666666666667,3
120a31a7,0,true,4,1,0,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,4,1,0,0,3,0.25,0.0,0.0,0.75,0.1,-1,1.0,0.0,1,0,0,0,0,0.0,1.0,0,,,1.0,0.0,0.655,1
117be685,1,mixed,8,3,0,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,7,3,0,0,4,0.42857142857142855,0.0,0.0,0.5714285714285714,0.3,-1,0.895,0.022049999999999997,2,0,0,1,0,0.0,0.6666666666666666,1,,,1.0,0.0,0.6636666666666667,3
