post_id,is_misinformation,truth_value,total_reach,total_shares,total_flags,category_news,category_gossip,category_entertainment,category_politics,category_science,category_health,emotional_intensity,credibility_score,source_reliability,emotional_credibility_gap,sensationalism_score,early_reach,early_shares,early_flags,early_ignores,early_verifications,early_share_rate,early_flag_rate,early_ignore_rate,early_verification_rate,early_velocity,share_acceleration,avg_early_confidence,confidence_variance,early_immediate_sharers,early_cautious_sharers,early_skeptics,early_influencers,early_lurkers,skeptic_share_ratio,immediate_sharer_ratio,early_developer_shares,early_tester_shares,early_pm_shares,early_janitor_shares,early_designer_shares,early_intern_shares,early_sales_shares,early_hr_shares,developer_share_ratio,tester_flag_ratio,pm_share_ratio,first_share_tick,first_flag_tick,time_to_first_flag,immediate_share_ratio,verified_share_ratio,avg_trust_modifier,high_trust_shares
76263e20,0,true,12,7,0,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,12,7,0,1,6,0.5833333333333334,0.0,0.08333333333333333,0.5,0.7,-1,0.772,0.03148428571428571,3,3,0,1,0,0.0,0.42857142857142855,1,1,1,2,0,1,1,0,0.14285714285714285,0.0,0.14285714285714285,0,,,0.7142857142857143,0.2857142857142857,0.6084285714285714,4
69014ec0,0,true,10,3,0,1,0,0,0,0,0,0.2,0.85,0.9,0.030000000000000006,0.003,5,3,0,0,3,0.6,0.0,0.0,0.6,0.3,-3,0.9026666666666667,0.01894755555555556,2,0,0,1,0,0.0,0.6666666666666666,1,1,0,1,0,0,0,0,0.3333333333333333,0.0,0.0,2,,,0.6666666666666666,0.3333333333333333,0.669,3
9e73c7a9,1,mixed,10,3,2,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,9,3,2,1,4,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.3,-1,0.9803333333333333,0.0007735555555555568,3,0,0,0,0,0.0,1.0,1,1,0,0,0,1,0,0,0.3333333333333333,0.0,0.0,1,1,0,0.6666666666666666,0.3333333333333333,0.6389999999999999,2
b1f8500f,0,unverified,6,0,2,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,6,0,2,0,4,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,4,,0.0,0.0,0.0,0
fecc1a48,1,false,11,4,0,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,7,2,0,2,3,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.2,-2,0.8355,0.027060249999999994,1,0,0,1,0,0.0,0.5,1,1,0,0,0,0,0,0,0.5,0.0,0.0,4,,,1.0,0.0,0.641,2
3bbd5581,1,false,9,3,2,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,5,2,1,1,1,0.4,0.2,0.2,0.2,0.2,-2,1.0,0.0,2,0,0,0,0,0.0,1.0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,3,3,0,1.0,0.0,0.669,2
2833b8e0,1,false,11,5,0,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,3,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,0.1,-1,0.979,0.0,1,0,0,0,0,0.0,1.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,3,,,1.0,0.0,0.466,0
c38246d0,1,mixed,3,1,0,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,3,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,0.1,-1,1.0,0.0,1,0,0,0,0,0.0,1.0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0,,,1.0,0.0,0.472,0
a59d4446,0,unverified,12,4,1,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,9,3,1,0,6,0.3333333333333333,0.1111111111111111,0.0,0.6666666666666666,0.3,3,1.0,0.0,3,0,0,0,0,0.0,1.0,1,1,0,0,0,1,0,0,0.3333333333333333,0.0,0.0,8,9,1,0.6666666666666666,0.3333333333333333,0.654,3
bdb6d7f5,1,false,11,4,1,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,10,4,1,0,5,0.4,0.1,0.0,0.5,0.4,0,0.91825,0.020049187499999996,3,0,0,1,0,0.0,0.75,1,1,0,1,0,1,0,0,0.25,0.0,0.0,0,1,1,1.0,0.0,0.6445000000000001,4
345dd140,0,true,11,4,1,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,8,2,1,1,4,0.25,0.125,0.125,0.5,0.2,-2,0.6105,3.0250000000000054e-05,0,0,0,2,0,0.0,0.0,1,0,0,1,0,0,0,0,0.5,0.0,0.0,1,1,0,1.0,0.0,0.535,0
7aeb4ad7,0,true,9,3,1,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,7,3,1,1,5,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.3,1,0.5806666666666667,0.007054222222222218,0,2,0,1,0,0.0,0.0,0,0,1,2,0,0,0,0,0.0,0.0,0.3333333333333333,4,6,2,0.0,1.0,0.665,3
837266d9,0,true,10,3,1,1,0,0,0,0,0,0.2,0.85,0.9,0.030000000000000006,0.003,8,3,1,1,5,0.375,0.125,0.125,0.625,0.3,-1,0.8556666666666667,0.03165755555555556,2,0,0,1,0,0.0,0.6666666666666666,1,1,0,1,0,0,0,0,0.3333333333333333,0.0,0.0,1,1,0,0.3333333333333333,0.6666666666666666,0.61,2
61864f66,0,true,6,2,1,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,6,2,1,2,1,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.2,0,0.8594999999999999,0.00015625000000000027,2,0,0,0,0,0.0,1.0,1,0,0,0,0,1,0,0,0.5,0.0,0.0,0,1,1,1.0,0.0,0.5349999999999999,0
eb8487d0,0,true,11,6,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,5,1,0,1,3,0.2,0.0,0.2,0.6,0.1,-1,0.775,0.0,1,0,0,0,0,0.0,1.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,,,1.0,0.0,0.49,0
fa7d4992,0,true,11,4,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,5,2,0,1,2,0.4,0.0,0.2,0.4,0.2,0,0.9804999999999999,0.0003802500000000007,2,0,0,0,0,0.0,1.0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,4,,,1.0,0.0,0.644,2
cafa7f42,0,true,1,0,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0
7ee7ed7e,1,mixed,12,6,1,0,0,0,0,1,0,0.6,0.6,0.5,0.24,0.12,3,2,1,0,2,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.2,2,0.5800000000000001,0.0024009999999999986,0,1,0,1,0,0.0,0.0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,7,7,0,0.0,1.0,0.506,0
30c91371,1,false,12,4,2,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,7,4,0,0,3,0.5714285714285714,0.0,0.0,0.42857142857142855,0.4,4,0.871,0.03785899999999999,3,0,0,1,0,0.0,0.75,2,1,0,0,0,1,0,0,0.5,0.0,0.0,6,,,1.0,0.0,0.687,4
b44f4edf,0,true,11,4,0,1,0,0,0,0,0,0.2,0.85,0.9,0.030000000000000006,0.003,9,3,0,0,6,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3,-1,0.7873333333333333,0.012341555555555555,2,0,0,1,0,0.0,0.6666666666666666,1,1,0,0,0,1,0,0,0.3333333333333333,0.0,0.0,2,,,1.0,0.0,0.5413333333333333,0
c918833c,0,unverified,2,0,0,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,2,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0
07445e87,1,false,6,0,1,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,6,0,1,1,4,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,8,,0.0,0.0,0.0,0
8661f9e8,0,unverified,11,4,2,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,4,2,1,0,1,0.5,0.25,0.0,0.25,0.2,2,0.873,0.016129,1,0,0,1,0,0.0,0.5,1,1,0,0,0,0,0,0,0.5,0.0,0.0,6,6,0,1.0,0.0,0.67,2
472e03c8,1,false,3,0,0,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,3,0,0,0,3,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0
8072dfe2,1,false,9,3,1,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,5,1,1,0,3,0.2,0.2,0.0,0.6,0.1,-1,1.0,0.0,1,0,0,0,0,0.0,1.0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,3,3,0,1.0,0.0,0.683,1
43781c0d,1,false,10,3,2,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,4,3,0,1,0,0.75,0.0,0.25,0.0,0.3,-3,0.9016666666666667,0.019338888888888895,2,0,0,1,0,0.0,0.6666666666666666,1,0,0,1,0,1,0,0,0.3333333333333333,0.0,0.0,3,,,1.0,0.0,0.529,0
841d9f77,0,true,11,5,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,11,5,0,2,4,0.45454545454545453,0.0,0.18181818181818182,0.36363636363636365,0.5,-3,0.8545999999999999,0.03387264000000001,3,1,0,1,0,0.0,0.6,1,1,0,1,0,1,1,0,0.2,0.0,0.0,1,,,1.0,0.0,0.6492,5
2704a93b,0,true,10,2,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,7,2,0,3,2,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0.2,2,0.9610000000000001,0.0015209999999999985,2,0,0,0,0,0.0,1.0,1,0,0,0,0,1,0,0,0.5,0.0,0.0,6,,,1.0,0.0,0.66,2
a0a87b20,0,true,12,5,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,4,2,0,0,3,0.5,0.0,0.0,0.75,0.2,0,0.9005000000000001,0.00042025000000000076,2,0,0,0,0,0.0,1.0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,4,,,0.5,0.5,0.683,2
282e9df1,0,true,11,5,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,5,1,0,1,3,0.2,0.0,0.2,0.6,0.1,1,0.745,0.0,0,0,0,1,0,0.0,0.0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,5,,,1.0,0.0,0.489,0
7c5eade9,1,false,10,3,1,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,5,1,0,0,4,0.2,0.0,0.0,0.8,0.1,-1,1.0,0.0,1,0,0,0,0,0.0,1.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1,,,1.0,0.0,0.64,1
1bc782c1,0,unverified,7,2,2,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,5,2,1,0,3,0.4,0.2,0.0,0.6,0.2,0,0.8594999999999999,0.01974025,1,0,0,1,0,0.0,0.5,0,0,0,1,0,1,0,0,0.0,0.0,0.0,3,3,0,0.5,0.5,0.6675,2
9040b612,1,mixed,7,3,1,0,0,0,0,1,0,0.6,0.6,0.5,0.24,0.12,7,3,1,1,3,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.3,-3,0.9776666666666666,0.000997555555555554,3,0,0,0,0,0.0,1.0,1,1,0,0,0,1,0,0,0.3333333333333333,0.0,0.0,0,4,4,0.6666666666666666,0.3333333333333333,0.5653333333333334,0
63d24edc,1,false,8,1,3,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,8,1,3,1,4,0.125,0.375,0.125,0.5,0.1,-1,1.0,0.0,1,0,0,0,0,0.0,1.0,0,1,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,1,1,0,0.0,1.0,0.503,0
e6baae72,1,false,11,4,3,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,3,2,0,0,1,0.6666666666666666,0.0,0.0,0.3333333333333333,0.2,-2,0.9824999999999999,0.00030625000000000053,2,0,0,0,0,0.0,1.0,1,0,0,0,0,1,0,0,0.5,0.0,0.0,4,,,1.0,0.0,0.565,0
09ad5b56,1,false,8,4,1,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,6,2,1,1,3,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.2,-2,0.7675000000000001,0.05405624999999999,1,0,0,1,0,0.0,0.5,0,1,0,1,0,0,0,0,0.0,0.0,0.0,3,3,0,0.5,0.5,0.646,2
cc569f27,1,false,8,2,1,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,7,2,0,3,2,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0.2,0,1.0,0.0,2,0,0,0,0,0.0,1.0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0,,,1.0,0.0,0.5800000000000001,1
e3fc39ce,1,false,11,5,1,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,5,3,0,0,3,0.6,0.0,0.0,0.6,0.3,1,0.7673333333333333,0.02813355555555556,1,0,0,2,0,0.0,0.3333333333333333,1,1,0,1,0,0,0,0,0.3333333333333333,0.0,0.0,4,,,0.6666666666666666,0.3333333333333333,0.6286666666666667,2
2faf17db,0,unverified,3,0,0,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,3,0,0,1,2,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0
7ce45aa9,0,unverified,11,3,0,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,10,3,0,2,5,0.3,0.0,0.2,0.5,0.3,-3,0.914,0.014792,2,0,0,1,0,0.0,0.6666666666666666,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0,,,1.0,0.0,0.561,0
e831d932,1,false,9,2,2,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,8,2,2,0,4,0.25,0.25,0.0,0.5,0.2,-2,0.9995,2.5000000000000047e-07,2,0,0,0,0,0.0,1.0,1,0,0,0,0,1,0,0,0.5,0.0,0.0,0,0,0,1.0,0.0,0.648,2
ce6afb84,1,mixed,11,3,1,0,0,0,0,1,0,0.6,0.6,0.5,0.24,0.12,5,1,1,1,3,0.2,0.2,0.2,0.6,0.1,-1,0.646,0.0,0,0,0,1,0,0.0,0.0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,2,2,0,0.0,1.0,0.534,0
29638a1f,0,true,12,4,1,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,9,3,0,1,7,0.3333333333333333,0.0,0.1111111111111111,0.7777777777777778,0.3,-3,0.738,0.02853799999999999,1,1,0,1,0,0.0,0.3333333333333333,1,0,1,1,0,0,0,0,0.3333333333333333,0.0,0.3333333333333333,3,,,0.3333333333333333,0.6666666666666666,0.67,3
5c9fbbe9,0,true,11,6,1,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,2,2,0,0,1,1.0,0.0,0.0,0.5,0.2,-2,1.0,0.0,2,0,0,0,0,0.0,1.0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,4,,,0.5,0.5,0.476,0
92ed92c2,1,false,9,2,0,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,7,2,0,0,6,0.2857142857142857,0.0,0.0,0.8571428571428571,0.2,0,0.8734999999999999,0.01600225,1,0,0,1,0,0.0,0.5,1,0,0,0,0,1,0,0,0.5,0.0,0.0,3,,,0.5,0.5,0.5885,1
91b689d3,1,false,8,1,1,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,5,1,1,0,3,0.2,0.2,0.0,0.6,0.1,-1,0.734,0.0,0,0,0,1,0,0.0,0.0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,3,2,-1,1.0,0.0,0.658,1
a691382f,0,true,12,5,0,1,0,0,0,0,0,0.2,0.85,0.9,0.030000000000000006,0.003,5,2,0,1,2,0.4,0.0,0.2,0.4,0.2,2,0.9125,0.007656250000000004,2,0,0,0,0,0.0,1.0,1,0,0,0,0,1,0,0,0.5,0.0,0.0,7,,,1.0,0.0,0.566,0
7eb31400,1,false,10,3,2,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,10,3,2,1,5,0.3,0.2,0.1,0.5,0.3,-1,0.9106666666666667,0.01596088888888889,2,0,0,1,0,0.0,0.6666666666666666,2,1,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0,0,0,0.6666666666666666,0.3333333333333333,0.6396666666666667,2
2c92186a,1,false,3,0,1,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,3,0,1,1,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,1,,0.0,0.0,0.0,0
e20f0581,0,true,12,7,0,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,11,6,0,0,7,0.5454545454545454,0.0,0.0,0.6363636363636364,0.6,0,0.7803333333333334,0.01549822222222222,2,3,0,1,0,0.0,0.3333333333333333,1,1,1,1,0,1,1,0,0.16666666666666666,0.0,0.16666666666666666,0,,,0.6666666666666666,0.3333333333333333,0.6184999999999999,3
7bd77e8d,1,false,11,4,2,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,5,2,0,0,3,0.4,0.0,0.0,0.6,0.2,-2,1.0,0.0,2,0,0,0,0,0.0,1.0,1,1,0,0,0,0,0,0,0.5,0.0,0.0,1,,,1.0,0.0,0.576,0
b7717e97,0,true,3,0,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,3,0,0,1,2,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0
4753de1f,0,unverified,9,2,3,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,6,2,1,0,3,0.3333333333333333,0.16666666666666666,0.0,0.5,0.2,-2,1.0,0.0,2,0,0,0,0,0.0,1.0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,3,2,-1,1.0,0.0,0.683,2
0cb6dbde,0,true,11,4,1,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,2,2,0,0,0,1.0,0.0,0.0,0.0,0.2,2,0.9430000000000001,0.0032489999999999993,1,0,0,1,0,0.0,0.5,1,0,0,1,0,0,0,0,0.5,0.0,0.0,5,,,1.0,0.0,0.548,0
d1d22f29,0,true,12,5,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,7,4,0,0,5,0.5714285714285714,0.0,0.0,0.7142857142857143,0.4,-4,0.831,0.033461500000000005,2,1,0,1,0,0.0,0.5,2,0,1,0,0,1,0,0,0.5,0.0,0.25,2,,,0.5,0.5,0.691,4
3b2dc7bf,0,true,11,6,0,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,3,1,0,0,3,0.3333333333333333,0.0,0.0,1.0,0.1,1,0.607,0.0,0,1,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,5,,,0.0,1.0,0.672,1
1137a781,0,true,12,4,0,1,0,0,0,0,0,0.2,0.85,0.9,0.030000000000000006,0.003,10,4,0,1,6,0.4,0.0,0.1,0.6,0.4,0,0.84175,0.044153187499999996,3,0,0,1,0,0.0,0.75,1,1,0,1,0,1,0,0,0.25,0.0,0.0,2,,,0.75,0.25,0.631,2
d795aa72,0,true,9,2,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,8,2,0,1,6,0.25,0.0,0.125,0.75,0.2,-2,0.9025,0.006006250000000002,2,0,0,0,0,0.0,1.0,1,1,0,0,0,0,0,0,0.5,0.0,0.0,3,,,0.5,0.5,0.687,2
e0f22dea,0,true,11,5,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,6,4,0,0,3,0.6666666666666666,0.0,0.0,0.5,0.4,-4,0.743,0.009646499999999999,2,1,0,1,0,0.0,0.5,0,1,0,1,0,1,1,0,0.0,0.0,0.0,3,,,0.75,0.25,0.653,4
a40f0201,0,true,11,4,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,10,3,0,1,6,0.3,0.0,0.1,0.6,0.3,-1,0.8416666666666667,0.020382888888888884,2,0,0,1,0,0.0,0.6666666666666666,1,1,0,0,0,1,0,0,0.3333333333333333,0.0,0.0,0,,,1.0,0.0,0.644,2
feac36d8,0,unverified,3,0,1,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,3,0,1,0,2,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,6,,0.0,0.0,0.0,0
4e846432,1,mixed,10,3,2,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,5,1,1,1,2,0.2,0.2,0.2,0.4,0.1,-1,1.0,0.0,1,0,0,0,0,0.0,1.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,3,4,1,1.0,0.0,0.647,1
de405ec7,1,false,11,3,3,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,5,2,1,0,2,0.4,0.2,0.0,0.4,0.2,2,0.8385,0.02608224999999999,1,0,0,1,0,0.0,0.5,0,0,0,1,0,1,0,0,0.0,0.0,0.0,6,7,1,1.0,0.0,0.693,2
a5de9b4a,1,false,3,0,1,1,0,0,0,0,0,0.85,0.15,0.1,0.7224999999999999,0.65025,3,0,1,2,0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,1,,0.0,0.0,0.0,0
8c464e06,1,mixed,6,0,3,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,6,0,3,0,3,0.0,0.5,0.0,0.5,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,,3,,0.0,0.0,0.0,0
5dfba169,0,true,11,4,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,4,1,0,0,3,0.25,0.0,0.0,0.75,0.1,-1,0.707,0.0,0,0,0,1,0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,4,,,1.0,0.0,0.509,0
a66da406,0,true,12,5,1,0,0,0,0,1,0,0.5,0.85,0.9,0.07500000000000001,0.0075,4,3,0,0,2,0.75,0.0,0.0,0.5,0.3,-1,0.9336666666666668,0.008800222222222218,2,1,0,0,0,0.0,0.6666666666666666,1,0,0,0,0,1,1,0,0.3333333333333333,0.0,0.0,4,,,0.6666666666666666,0.3333333333333333,0.492,0
18fadf77,0,true,1,0,0,0,0,1,0,0,0,0.5,0.7,0.6,0.15000000000000002,0.06000000000000001,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0
d05a4c43,0,true,8,2,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,7,2,0,1,5,0.2857142857142857,0.0,0.14285714285714285,0.7142857142857143,0.2,-2,0.5775,0.007656250000000004,0,1,0,1,0,0.0,0.0,0,0,1,1,0,0,0,0,0.0,0.0,0.5,1,,,0.5,0.5,0.665,2
eb104e5a,1,false,11,5,1,0,1,0,0,0,0,0.9,0.2,0.1,0.7200000000000001,0.6480000000000001,5,3,1,0,1,0.6,0.2,0.0,0.2,0.3,-3,1.0,0.0,3,0,0,0,0,0.0,1.0,1,1,0,0,0,1,0,0,0.3333333333333333,1.0,0.0,2,2,0,1.0,0.0,0.584,0
ba5481d3,1,false,11,3,2,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,9,3,1,1,4,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3,1,0.9390000000000001,0.0024019999999999996,3,0,0,0,0,0.0,1.0,1,1,0,0,0,1,0,0,0.3333333333333333,0.0,0.0,0,1,1,1.0,0.0,0.585,1
7c72e4a9,1,false,11,4,2,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,2,1,1,0,0,0.5,0.5,0.0,0.0,0.1,1,1.0,0.0,1,0,0,0,0,0.0,1.0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,5,5,0,1.0,0.0,0.575,0
bce11d82,1,mixed,11,3,2,0,0,0,1,0,0,0.7,0.5,0.4,0.35,0.21,5,2,0,1,3,0.4,0.0,0.2,0.6,0.2,0,0.7635000000000001,0.026406250000000013,1,0,0,1,0,0.0,0.5,1,0,0,1,0,0,0,0,0.5,0.0,0.0,1,,,0.5,0.5,0.5375000000000001,0
610def2f,1,false,11,5,2,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,4,1,1,1,1,0.25,0.25,0.25,0.25,0.1,1,0.591,0.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,8,8,0,1.0,0.0,0.526,0
dd60dc6c,0,unverified,8,3,1,0,1,0,0,0,0,0.6,0.3,0.2,0.42,0.33599999999999997,5,2,1,0,3,0.4,0.2,0.0,0.6,0.2,-2,0.994,3.600000000000006e-05,2,0,0,0,0,0.0,1.0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,4,4,0,0.5,0.5,0.682,2
fb2b2f4a,0,true,10,3,0,0,0,0,0,0,1,0.3,0.9,0.95,0.029999999999999992,0.001500000000000001,5,3,0,0,2,0.6,0.0,0.0,0.4,0.3,3,0.8616666666666667,0.018368222222222213,2,0,0,1,0,0.0,0.6666666666666666,2,1,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,7,,,1.0,0.0,0.571,0
715136f8,1,false,11,3,1,0,0,0,0,0,1,0.95,0.1,0.05,0.855,0.81225,11,3,1,3,4,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.3,-3,0.8846666666666666,0.02660355555555555,2,0,0,1,0,0.0,0.6666666666666666,1,0,0,1,0,1,0,0,0.3333333333333333,0.0,0.0,2,3,1,1.0,0.0,0.502,0
